"","ID","MonthlyIncome"
"80",950,5765.59824611376
"81",951,2965.76986284126
"82",952,5757.02348018207
"83",953,5788.54825747424
"84",954,2267.62302903735
"85",955,5401.71216529606
"86",956,8376.46939976356
"87",957,10234.1650508556
"88",958,2522.798534698
"89",959,9307.93624147375
"90",960,19769.2546644752
"91",961,2641.70833359427
"92",962,5567.60416903991
"93",963,6226.60251676537
"94",964,5604.68699755474
"95",965,2410.17275305344
"96",966,19202.4260326933
"97",967,2543.90441218973
"98",968,8841.38189671901
"99",969,16580.3687001789
"100",970,2364.21905974809
"101",971,5904.28104551202
"102",972,5885.64631232086
"103",973,2444.10594976833
"104",974,2336.02078250869
"105",975,5719.11995562513
"106",976,2612.06989709766
"107",977,6472.30492123534
"108",978,2600.16525221182
"109",979,9103.61190440341
"110",980,19072.9980464945
"111",981,2403.1694631848
"112",982,8905.59104101889
"113",983,2413.58227047239
"114",984,2396.39881238528
"115",985,5745.28978465883
"116",986,2661.06647613009
"117",987,2559.99701679539
"118",988,5744.76325180052
"119",989,9428.00556292853
"120",990,2597.41704580646
"121",991,5780.45670398561
"122",992,2621.63093135665
"123",993,5804.04486474316
"124",994,5598.56659369259
"125",995,5599.78821022694
"126",996,5869.82091763326
"127",997,2573.2189207729
"128",998,16519.7841295056
"129",999,8927.7360442669
"130",1000,2167.63230412981
"131",1001,5999.27828152394
"132",1002,5281.11494197034
"133",1003,5575.36009136026
"134",1004,6611.0788829772
"135",1005,2717.3634294906
"136",1006,5775.15979520143
"137",1007,2321.5105467516
"138",1008,5999.43978033867
"139",1009,19035.0498796094
"140",1010,5755.08600481173
"141",1011,9238.29743372334
"142",1012,5637.89538636841
"143",1013,5867.16537974078
"144",1014,5505.54606721272
"145",1015,5671.70187992001
"146",1016,2583.72496040209
"147",1017,2519.63068423196
"148",1018,8758.9874592358
"149",1019,8789.77558765421
"150",1020,2430.03324303826
"151",1021,5874.27900955469
"152",1022,5688.76024654534
"153",1023,5639.44662351171
"154",1024,9643.95732604423
"155",1025,16142.5563433078
"156",1026,18963.026620002
"157",1027,5578.12308137592
"158",1028,5618.94198202238
"159",1029,5443.60576414152
"160",1030,9238.39563585218
"161",1031,5592.87007101794
"162",1032,2990.75739187951
"163",1033,12850.4946450933
"164",1034,2324.25205931711
"165",1035,5388.98188010742
"166",1036,2344.91719835214
"167",1037,5573.67837335591
"168",1038,8827.16671940682
"169",1039,12843.6879590808
"170",1040,5846.97269977077
"171",1041,2435.19164902136
"172",1042,2764.63383908068
"173",1043,8652.24852999291
"174",1044,6459.1130002903
"175",1045,2757.51242523221
"176",1046,2231.44615516176
"177",1047,6072.48220571368
"178",1048,12706.6959001065
"179",1049,2570.06839321269
"180",1050,5755.81453098081
"181",1051,10023.4115460626
"182",1052,2471.40546680137
"183",1053,5906.14019879003
"184",1054,2611.71893780738
"185",1055,2785.01638911459
"186",1056,2439.12272025423
"187",1057,5990.08064126479
"188",1058,16156.027353644
"189",1059,6123.51434415764
"190",1060,2634.79041169208
"191",1061,5937.52365905012
"192",1062,6118.66016946948
"193",1063,6360.90809947849
"194",1064,2408.82913533563
"195",1065,6098.2158197485
"196",1066,2434.67797458407
"197",1067,3268.75296644812
"198",1068,19473.9318976931
"199",1069,5652.60909624044
"200",1070,2560.10606503483
"201",1071,2542.0286518728
"202",1072,6251.90704093944
"203",1073,2535.70090099514
"204",1074,6069.0817741241
"205",1075,5550.33967754152
"206",1076,16257.907599764
"207",1077,19104.2751742838
"208",1078,5379.1374685956
"209",1079,5568.84151987201
"210",1080,6012.03692949286
"211",1081,2898.58675756184
"212",1082,2538.1437533555
"213",1083,2248.84507412973
"214",1084,6159.09696411631
"215",1085,9018.96548433812
"216",1086,9121.57338157822
"217",1087,5701.61625885458
"218",1088,2645.90963687523
"219",1089,2752.11251555752
"220",1090,5711.32605838457
"221",1091,5687.21971247971
"222",1092,6246.68439334423
"223",1093,12888.9456738452
"224",1094,5690.17288299045
"225",1095,5762.3750209926
"226",1096,5923.69677365118
"227",1097,3037.94932768296
"228",1098,2627.77116906121
"229",1099,2472.96471696798
"230",1100,6225.96803098149
"231",1101,18897.7924370417
"232",1102,5642.76377183249
"233",1103,6068.64123826589
"234",1104,9797.52837143502
"235",1105,2733.79928790014
"236",1106,2622.42877856202
"237",1107,2813.43553760502
"238",1108,5452.11953904565
"239",1109,5693.45343803065
"240",1110,5714.26432263268
"241",1111,6158.07852646856
"242",1112,13070.9990016315
"243",1113,12983.8390162869
"244",1114,6263.62744892723
"245",1115,9559.20835281208
"246",1116,2555.09964598177
"247",1117,6488.92861672911
"248",1118,5287.21750555575
"249",1119,9402.32470258725
"250",1120,2704.26513089404
"251",1121,9184.99769543428
"252",1122,16452.4065279903
"253",1123,5732.71023228336
"254",1124,16171.5980874976
"255",1125,2314.25576376829
"256",1126,2174.05571775277
"257",1127,2301.49455852865
"258",1128,5176.74929208461
"259",1129,16180.3294459929
"260",1130,2363.82473581663
"261",1131,12794.172757989
"262",1132,15992.2056535778
"263",1133,5988.22085566099
"264",1134,2104.91013238232
"265",1135,2499.72066376454
"266",1136,2423.89102944376
"267",1137,2774.93151073353
"268",1138,5884.32968067155
"269",1139,9130.46432202111
"270",1140,15920.3809407202
"271",1141,6038.42136603528
"272",1142,5878.96644969048
"273",1143,9576.20721579406
"274",1144,5590.84443386098
"275",1145,5932.37817785001
"276",1146,5651.70871724597
"277",1147,5258.4639477945
"278",1148,2188.35317034875
"279",1149,2518.63119696329
"280",1150,6074.50595352929
"281",1151,2590.09606998243
"282",1152,5818.94470459632
"283",1153,6026.60119854682
"284",1154,1997.33743684592
"285",1155,6386.36046970275
"286",1156,12069.409190311
"287",1157,2377.77209995878
"288",1158,5743.70840897517
"289",1159,2657.83939585457
"290",1160,6114.71520100221
"291",1161,2730.66962514037
"292",1162,8834.23557923003
"293",1163,2749.79420993289
"294",1164,8872.88075708958
"295",1165,2611.90431491764
"296",1166,2151.8885235928
"297",1167,8922.08081400338
"298",1168,5586.85025097253
"299",1169,2653.88763132734
"300",1170,2690.0326334664
